filename,mask_source,mean_r,mean_g,mean_b,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,mean_entropy,internal_edge_density,eccentricity,solidity,is_fallback,efd_harm_1_amp,efd_harm_2_amp,efd_harm_3_amp
chicken_0437.jpg,custom_otsu,209.54273763002917,145.9952666629974,67.22642963289118,391.41112278244645,0.10325313125754122,0.014373582187175556,0.8577789287070015,5.099792599504176,0.07000935659640047,0.6384183832382911,0.9048306772908367,0,1.0083268566920986,0.10458029639472831,0.08222423481751641
chicken_0110.jpg,full_rect,96.30317863402023,98.67950519382974,48.664690133000875,216.75919528031443,0.35643069080089534,0.044223504041014904,0.982245182572676,4.257791197428542,0.06279347820533128,0.9271241701678312,1.0,1,0.0,0.0,0.0
chicken_0309.jpg,full_rect,186.9868984962406,132.33464285714285,90.42721595655806,19.59663545853792,0.5063177326408336,0.03423765340502048,0.9971315716838152,3.809124379803054,0.03653717627401838,0.9431035826831005,1.0,1,0.0,0.0,0.0
chicken_0091.jpg,full_rect,129.07559859649123,101.30858385964912,77.50497684210526,127.78606529693215,0.2607678730882953,0.025302154374721185,0.9861098858216973,4.596985836031052,0.07139087719298245,0.9187947327169617,1.0,1,0.0,0.0,0.0
chicken_0281.jpg,full_rect,160.22914713216957,131.58841895261844,115.00265336658354,192.41094052018548,0.2506989236301598,0.021738221508824193,0.9807177344456915,4.789872975807147,0.08526683291770573,0.7818725131795282,1.0,1,0.0,0.0,0.0
chicken_0055.jpg,rembg_ai,180.5376145822358,138.33983824274625,60.42527005534065,26.031440143342415,0.27666021126861917,0.02299198864384562,0.9915084044134683,4.492395852424254,0.03394192994867318,0.9131253025433098,0.8096970487952102,0,1.0937090351134575,0.9041470619066537,0.35626010643188355
chicken_0098.jpg,rembg_ai,69.03789826922726,42.97909941456475,29.089620834929146,42.89457795783511,0.3436799953830275,0.024509486115917578,0.9941637162001282,4.736981072497371,0.06598457077200853,0.8358800472569515,0.8764525797816923,0,1.0155165688024246,0.2680628745377903,0.05949159486147088
chicken_0408.jpg,rembg_ai,186.23194338978948,139.9152937810206,99.46205993374933,247.76002929907597,0.3108760935279129,0.02494715150382425,0.9383312919247269,5.302706696127866,0.1299701761915767,0.9164672710957463,0.6992196427988376,0,1.0602236940039829,0.21522431089603156,0.13693009964223643
chicken_0394.jpg,rembg_ai,134.45848105989924,77.8852397835417,47.07993350184057,335.31602206886373,0.28509986705397405,0.020505548572117244,0.942440516275087,5.1099163307232445,0.11152012756789767,0.9059073184682026,0.9265614923635906,0,1.2658260505586871,0.4155173606024092,0.05679680217812211
chicken_0179.jpg,full_rect,136.6275222222222,90.24735555555556,48.010644444444445,115.50457683741648,0.29224115174763476,0.019083901699881854,0.984676949437298,4.727327421991174,0.07245555555555555,0.8958086283535038,1.0,1,0.0,0.0,0.0
chicken_0494.jpg,rembg_ai,149.21956465829652,66.31652287765074,42.57394028664282,278.2398621877691,0.2892254920491726,0.11690860877534887,0.9809232843202261,5.409205880691841,0.14584648476771644,0.5844071382954159,0.9558619764895186,0,1.1765705640688235,0.29359962511067117,0.14194860012067795
chicken_0213.jpg,rembg_ai,190.21806286776092,99.71093991947971,73.85463765871786,66.55741597475412,0.2358789050435624,0.026039934509616787,0.9803110260740411,5.190285158561534,0.11783834004335708,0.9242381646098548,0.8978000556947925,0,1.0185292014755076,0.328604275655183,0.07946237956849032
chicken_0322.jpg,full_rect,191.24985362997657,149.8503466308282,63.510468783265914,328.3370041041952,0.14196750146978776,0.013579407653550334,0.9303572084435225,4.820962555615107,0.018179822226953374,0.7444669749284127,1.0,1,0.0,0.0,0.0
chicken_0101.jpg,custom_otsu,185.65095924321457,111.2784899655203,26.713464768809125,75.11580430266709,0.34268717033853424,0.033294741828312165,0.99022076732801,5.282794357054963,0.12501105118910794,0.5027237039535228,0.9044097069523848,0,1.0827007475123953,0.21935825600002487,0.16284694800868454
chicken_0416.jpg,full_rect,207.66861582796798,189.65862440038666,161.0704944644062,291.10841039511683,0.41782653139035697,0.06527448125688604,0.9326959987418048,3.854114087452445,0.07162529410691812,0.38495460154266087,1.0,1,0.0,0.0,0.0
chicken_0158.jpg,custom_otsu,141.22554850907946,91.91361720565644,51.7036409711007,52.14653841678626,0.32986088471517105,0.02549197645991616,0.9944245155811654,5.058195418214378,0.10727275114559945,0.8578458447945277,0.9187647023342783,0,1.0168910535303686,0.7773080987085637,0.14242316603990252
chicken_0239.jpg,full_rect,170.3997627922738,131.94322263639444,86.82229413758049,34.466603992587714,0.4655583379353778,0.05235044842345472,0.9961641547303268,3.7669250890525743,0.046441884107082346,0.7156484412654445,1.0,1,0.0,0.0,0.0
chicken_0369.jpg,full_rect,127.64108424975502,98.6333937196093,82.53185648558414,34.28470157293687,0.6964936559109749,0.06742664621032446,0.992365248702467,2.633417386771253,0.0160031806345355,0.9428090844015059,1.0,1,0.0,0.0,0.0
chicken_0451.jpg,rembg_ai,170.5793394022298,96.91546954592107,41.21502232956575,6.971986735951856,0.5142635519448354,0.061663598133797716,0.9989502554943451,3.9344017426305666,0.0064842419060494524,0.5490575893888067,0.8270086946116791,0,1.0199978820491389,0.3130854564412755,0.19345699307091907
chicken_0389.jpg,full_rect,139.39684974747476,108.8394696969697,87.41097853535354,586.041989230282,0.12884674502490967,0.012110149938387486,0.9205375175945578,5.159003506667945,0.09285984848484849,0.8519432833474615,1.0,1,0.0,0.0,0.0
chicken_0284.jpg,custom_otsu,215.03030032907688,121.9166833805035,58.74781420156145,134.8238600069481,0.26416925620375087,0.03792474360324301,0.9659753750469289,4.985895299051879,0.06395828226327636,0.598376505825863,0.9496596239991535,0,1.0162749624843719,0.5863785188621502,0.1486537773635733
chicken_0326.jpg,custom_otsu,197.40323443479693,123.66153656228138,65.92646393152545,492.9978962131837,0.08939255724480229,0.010150392893601617,0.9328308523918658,5.4978137527204805,0.1364552899057652,0.8260389714749116,0.9736367642934413,0,1.0088714031141643,0.1083796333358478,0.1704454508895328
chicken_0078.jpg,custom_otsu,173.96671604702283,106.58255621851148,52.01959967777611,25.921248794440455,0.4098710885106398,0.02442611183485555,0.9960608277900049,4.430952388361772,0.049193757594789805,0.5980169856470228,0.9422882083709919,0,1.0474771767980011,0.37444122015032866,0.20230394495323775
